332, 36, 4
333, 37, 0
334, 38, 0
335, 39, 0
336, 40, 0
337, 41, 0
338, 42, 0
339, 43, 0
340, 44, 0
341, 45, 0
342, 46, 0
343, 47, 0
344, 48, 0
345, 49, 0
346, 50, 0
347, 51, 0
348, 52, 0
349, 53, 0
350, 54, 0
351, 55, 0
352, 56, 0
353, 57, 0
354, 58, 0
355, 59, 0
356, 60, 0
357, 61, 0
358, 62, 0
359, 63, 0
360, 64, 0
361, 65, 0
362, 66, 0
363, 67, 0
364, 68, 0
365, 69, 0
366, 70, 0
367, 71, 0
368, 72, 0
369, 73, 0
370, 74, 0
371, 75, 0
372, 76, 0
373, 77, 0
374, 78, 0
375, 79, 0
376, 80, 0
377, 81, 0
378, 82, 0
379, 83, 0
380, 84, 0
381, 85, 0
382, 86, 2
383, 87, 0
384, 88, 0
385, 89, 1
386, 90, 0
387, 91, 0
388, 92, 0
389, 93, 0
390, 94, 0
391, 95, 0
392, 96, 0
393, 97, 0
394, 98, 0
395, 99, 2
396, 1, 0
397, 2, 0
398, 3, 0
399, 4, 0
400, 5, 0
401, 6, 0
402, 7, 0
403, 8, 0
404, 9, 0
405, 10, 0
406, 11, 0
407, 12, 0
408, 13, 1
409, 14, 0
410, 15, 0
411, 16, 0
412, 17, 0
413, 18, 0
414, 19, 0
415, 20, 0
416, 21, 0
417, 22, 0
418, 23, 0
419, 24, 0
420, 25, 0
421, 26, 0
422, 27, 0
423, 28, 0
424, 29, 0
425, 30, 0
426, 31, 0
427, 32, 0
428, 33, 0
429, 34, 0
430, 35, 0
431, 36, 0
432, 37, 0
433, 38, 0
434, 39, 0
435, 40, 0
436, 41, 0
437, 42, 0
438, 43, 0
439, 44, 0
440, 45, 0
441, 46, 0
442, 47, 1
443, 48, 0
444, 49, 0
445, 50, 0
446, 51, 0
447, 52, 0
448, 53, 0
449, 54, 0
450, 55, 0
451, 56, 0
452, 57, 0
453, 58, 0
454, 59, 0
455, 60, 0
456, 61, 1
457, 62, 0
458, 63, 0
459, 64, 0
460, 65, 0
461, 66, 0
462, 67, 0
463, 68, 0
464, 69, 0
465, 70, 0
466, 71, 0
467, 72, 0
468, 73, 0
469, 74, 0
470, 75, 0
471, 76, 0
472, 77, 0
473, 78, 1
474, 79, 0
475, 80, 0
476, 81, 0
477, 82, 0
478, 83, 0
479, 84, 0
480, 85, 0
481, 86, 0
482, 87, 0
483, 88, 0
484, 89, 0
485, 90, 0
486, 91, 0
487, 92, 0
488, 93, 0
489, 94, 0
490, 95, 0
491, 96, 0
492, 97, 0
493, 98, 0
494, 99, 0
